stop_id,stop_name,stop_lat,stop_lon,location_type,month,month_name,day_type,hour,time_label,is_school_term,is_uni_term,boardings,alightings,net_flow,occupancy_pct
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,weekday,22,22:00,1,1,23,16,7,62
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,weekday,23,23:00,1,1,11,9,2,67
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,0,00:00,1,1,28,32,-4,73
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,1,01:00,1,1,32,26,6,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,2,02:00,1,1,20,29,-9,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,3,03:00,1,1,25,30,-5,62
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,4,04:00,1,1,28,23,5,73
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,5,05:00,1,1,23,32,-9,66
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,6,06:00,1,1,34,53,-19,71
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,7,07:00,1,1,45,43,2,58
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,8,08:00,1,1,76,58,18,68
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,9,09:00,1,1,43,35,8,74
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,10,10:00,1,1,55,41,14,63
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,11,11:00,1,1,42,38,4,88
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,12,12:00,1,1,47,58,-11,79
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,13,13:00,1,1,64,48,16,84
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,14,14:00,1,1,47,41,6,83
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,15,15:00,1,1,53,83,-30,70
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,16,16:00,1,1,76,95,-19,79
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,17,17:00,1,1,67,74,-7,66
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,18,18:00,1,1,66,45,21,64
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,19,19:00,1,1,36,45,-9,73
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,20,20:00,1,1,31,28,3,70
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,21,21:00,1,1,35,18,17,72
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,22,22:00,1,1,29,26,3,70
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,saturday,23,23:00,1,1,32,28,4,71
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,0,00:00,1,1,16,12,4,61
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,1,01:00,1,1,19,13,6,61
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,2,02:00,1,1,14,12,2,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,3,03:00,1,1,11,19,-8,69
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,4,04:00,1,1,16,16,0,65
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,5,05:00,1,1,18,15,3,73
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,6,06:00,1,1,18,15,3,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,7,07:00,1,1,39,26,13,56
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,8,08:00,1,1,45,30,15,62
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,9,09:00,1,1,29,29,0,72
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,10,10:00,1,1,27,26,1,73
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,11,11:00,1,1,19,20,-1,70
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,12,12:00,1,1,25,21,4,58
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,13,13:00,1,1,20,19,1,68
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,14,14:00,1,1,16,25,-9,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,15,15:00,1,1,29,30,-1,67
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,16,16:00,1,1,36,29,7,58
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,17,17:00,1,1,41,48,-7,69
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,18,18:00,1,1,33,37,-4,69
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,19,19:00,1,1,21,35,-14,69
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,20,20:00,1,1,17,12,5,58
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,21,21:00,1,1,27,18,9,55
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,22,22:00,1,1,21,13,8,62
LCT001,Leicester Train Station,52.6338,-1.1253,hub,1,January,sunday,23,23:00,1,1,16,17,-1,61
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,0,00:00,1,1,5,3,2,60
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,1,01:00,1,1,1,3,-2,63
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,2,02:00,1,1,1,1,0,64
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,3,03:00,1,1,1,1,0,72
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,4,04:00,1,1,4,2,2,61
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,5,05:00,1,1,15,15,0,73
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,6,06:00,1,1,40,25,15,65
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,7,07:00,1,1,101,62,39,102
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,8,08:00,1,1,122,104,18,77
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,9,09:00,1,1,71,54,17,62
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,10,10:00,1,1,32,55,-23,73
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,11,11:00,1,1,48,60,-12,74
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,12,12:00,1,1,66,59,7,73
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,13,13:00,1,1,33,47,-14,61
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,14,14:00,1,1,44,46,-2,63
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,15,15:00,1,1,48,78,-30,64
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,16,16:00,1,1,56,101,-45,72
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,17,17:00,1,1,48,112,-64,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,18,18:00,1,1,56,72,-16,85
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,19,19:00,1,1,62,41,21,66
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,20,20:00,1,1,32,46,-14,72
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,21,21:00,1,1,25,24,1,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,22,22:00,1,1,15,20,-5,72
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,weekday,23,23:00,1,1,9,15,-6,59
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,0,00:00,1,1,28,42,-14,72
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,1,01:00,1,1,31,32,-1,61
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,2,02:00,1,1,28,25,3,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,3,03:00,1,1,32,24,8,63
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,4,04:00,1,1,38,23,15,57
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,5,05:00,1,1,23,22,1,56
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,6,06:00,1,1,41,29,12,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,7,07:00,1,1,67,42,25,69
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,8,08:00,1,1,59,50,9,55
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,9,09:00,1,1,69,52,17,59
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,10,10:00,1,1,32,38,-6,77
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,11,11:00,1,1,52,52,0,72
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,12,12:00,1,1,53,58,-5,74
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,13,13:00,1,1,52,33,19,92
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,14,14:00,1,1,46,34,12,72
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,15,15:00,1,1,79,62,17,73
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,16,16:00,1,1,97,127,-30,80
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,17,17:00,1,1,65,98,-33,58
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,18,18:00,1,1,49,59,-10,70
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,19,19:00,1,1,38,54,-16,69
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,20,20:00,1,1,23,37,-14,62
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,21,21:00,1,1,30,37,-7,67
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,22,22:00,1,1,24,39,-15,63
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,saturday,23,23:00,1,1,25,34,-9,72
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,0,00:00,1,1,14,15,-1,63
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,1,01:00,1,1,17,22,-5,63
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,2,02:00,1,1,18,15,3,66
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,3,03:00,1,1,14,12,2,74
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,4,04:00,1,1,16,14,2,73
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,5,05:00,1,1,15,15,0,68
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,6,06:00,1,1,27,14,13,72
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,7,07:00,1,1,31,17,14,61
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,8,08:00,1,1,41,34,7,65
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,9,09:00,1,1,25,20,5,58
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,10,10:00,1,1,20,17,3,64
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,11,11:00,1,1,20,19,1,64
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,12,12:00,1,1,21,23,-2,67
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,13,13:00,1,1,19,16,3,74
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,14,14:00,1,1,18,22,-4,55
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,15,15:00,1,1,25,34,-9,73
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,16,16:00,1,1,33,37,-4,69
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,17,17:00,1,1,36,45,-9,70
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,18,18:00,1,1,35,22,13,60
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,19,19:00,1,1,20,21,-1,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,20,20:00,1,1,14,16,-2,62
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,21,21:00,1,1,13,13,0,61
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,22,22:00,1,1,15,15,0,70
LCT001,Leicester Train Station,52.6338,-1.1253,hub,2,February,sunday,23,23:00,1,1,11,12,-1,69
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,0,00:00,1,1,3,4,-1,61
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,1,01:00,1,1,2,2,0,67
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,2,02:00,1,1,1,1,0,55
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,3,03:00,1,1,1,1,0,58
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,4,04:00,1,1,5,3,2,71
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,5,05:00,1,1,14,10,4,58
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,6,06:00,1,1,29,29,0,71
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,7,07:00,1,1,103,56,47,103
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,8,08:00,1,1,110,50,60,100
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,9,09:00,1,1,60,54,6,70
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,10,10:00,1,1,34,47,-13,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,11,11:00,1,1,45,65,-20,70
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,12,12:00,1,1,47,47,0,57
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,13,13:00,1,1,48,43,5,65
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,14,14:00,1,1,43,64,-21,59
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,15,15:00,1,1,65,77,-12,59
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,16,16:00,1,1,82,85,-3,93
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,17,17:00,1,1,75,90,-15,89
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,18,18:00,1,1,54,93,-39,88
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,19,19:00,1,1,47,53,-6,66
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,20,20:00,1,1,32,45,-13,68
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,21,21:00,1,1,20,28,-8,74
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,22,22:00,1,1,22,18,4,63
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,weekday,23,23:00,1,1,9,12,-3,65
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,0,00:00,1,1,24,22,2,60
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,1,01:00,1,1,35,20,15,74
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,2,02:00,1,1,19,26,-7,73
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,3,03:00,1,1,27,28,-1,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,4,04:00,1,1,21,33,-12,60
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,5,05:00,1,1,34,30,4,61
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,6,06:00,1,1,26,30,-4,67
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,7,07:00,1,1,56,66,-10,68
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,8,08:00,1,1,71,58,13,55
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,9,09:00,1,1,50,37,13,66
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,10,10:00,1,1,45,45,0,61
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,11,11:00,1,1,52,45,7,79
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,12,12:00,1,1,54,55,-1,81
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,13,13:00,1,1,58,45,13,79
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,14,14:00,1,1,52,63,-11,68
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,15,15:00,1,1,62,64,-2,69
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,16,16:00,1,1,57,73,-16,84
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,17,17:00,1,1,76,68,8,73
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,18,18:00,1,1,47,45,2,58
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,19,19:00,1,1,34,34,0,74
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,20,20:00,1,1,32,21,11,73
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,21,21:00,1,1,29,24,5,68
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,22,22:00,1,1,27,27,0,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,saturday,23,23:00,1,1,24,38,-14,70
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,0,00:00,1,1,20,19,1,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,1,01:00,1,1,17,13,4,59
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,2,02:00,1,1,11,16,-5,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,3,03:00,1,1,14,20,-6,72
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,4,04:00,1,1,15,12,3,73
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,5,05:00,1,1,14,20,-6,57
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,6,06:00,1,1,17,17,0,69
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,7,07:00,1,1,29,23,6,65
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,8,08:00,1,1,60,34,26,60
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,9,09:00,1,1,25,24,1,63
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,10,10:00,1,1,17,26,-9,63
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,11,11:00,1,1,17,20,-3,61
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,12,12:00,1,1,30,27,3,70
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,13,13:00,1,1,20,21,-1,70
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,14,14:00,1,1,19,20,-1,55
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,15,15:00,1,1,29,32,-3,62
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,16,16:00,1,1,35,51,-16,70
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,17,17:00,1,1,35,40,-5,72
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,18,18:00,1,1,27,44,-17,63
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,19,19:00,1,1,20,27,-7,61
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,20,20:00,1,1,13,22,-9,60
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,21,21:00,1,1,16,19,-3,63
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,22,22:00,1,1,13,9,4,71
LCT001,Leicester Train Station,52.6338,-1.1253,hub,3,March,sunday,23,23:00,1,1,9,11,-2,61
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,0,00:00,0,0,4,4,0,64
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,1,01:00,0,0,2,2,0,63
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,2,02:00,0,0,1,1,0,64
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,3,03:00,0,0,1,1,0,70
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,4,04:00,0,0,5,3,2,64
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,5,05:00,0,0,14,10,4,60
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,6,06:00,0,0,46,26,20,70
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,7,07:00,0,0,85,60,25,87
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,8,08:00,0,0,75,63,12,78
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,9,09:00,0,0,78,35,43,57
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,10,10:00,0,0,50,43,7,68
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,11,11:00,0,0,37,39,-2,62
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,12,12:00,0,0,54,44,10,69
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,13,13:00,0,0,46,62,-16,68
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,14,14:00,0,0,44,66,-22,74
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,15,15:00,0,0,64,65,-1,61
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,16,16:00,0,0,76,82,-6,77
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,17,17:00,0,0,92,119,-27,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,18,18:00,0,0,54,88,-34,94
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,19,19:00,0,0,55,54,1,64
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,20,20:00,0,0,31,31,0,62
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,21,21:00,0,0,35,26,9,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,22,22:00,0,0,14,18,-4,61
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,weekday,23,23:00,0,0,8,13,-5,75
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,saturday,0,00:00,0,0,31,32,-1,59
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,saturday,1,01:00,0,0,31,30,1,64
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,saturday,2,02:00,0,0,22,24,-2,64
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,saturday,3,03:00,0,0,24,31,-7,64
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,saturday,4,04:00,0,0,25,19,6,71
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,saturday,5,05:00,0,0,24,27,-3,74
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,saturday,6,06:00,0,0,36,30,6,65
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,saturday,7,07:00,0,0,59,42,17,62
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,saturday,8,08:00,0,0,99,49,50,73
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,saturday,9,09:00,0,0,48,38,10,63
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,saturday,10,10:00,0,0,34,36,-2,80
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,saturday,11,11:00,0,0,38,45,-7,73
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,saturday,12,12:00,0,0,62,51,11,77
LCT001,Leicester Train Station,52.6338,-1.1253,hub,4,April,saturday,13,13:00,0,0,40,50,-10,73
